,StartDate,EndDate,CurrentRelationshipStatus,RelationshipLength,Frequency in separate beds,Occupation,Gender,Age,Household income,Education,Location,Gender_code,Age_code,Household income_code,Education_code
155,7/9/14 19:43,7/9/14 19:43,Married,More than 20 years,Never,Healthcare Practitioners and Technical Occupations,Female,> 60,"$150,000+",Graduate degree,Mountain,1,4,5,5
156,7/9/14 19:39,7/9/14 19:44,"Single, but cohabiting with a significant other",1-5 years,Never,Office and Administrative Support Occupations,Female,30-44,Did not disclose,Some college or Associate degree,New England,1,2,0,3
157,7/9/14 19:39,7/9/14 19:43,"Single, but cohabiting with a significant other",1-5 years,Never,Pet Care,Female,18-29,Did not disclose,High school degree,South Atlantic,1,1,0,2
158,7/9/14 19:42,7/9/14 19:43,Married,More than 20 years,Never,Homemaker,Female,45-60,Did not disclose,Bachelor degree,New England,1,3,0,4
159,7/9/14 19:42,7/9/14 19:43,Married,6-10 years,Never,Office and Administrative Support Occupations,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,New England,1,3,4,3
160,7/9/14 19:41,7/9/14 19:43,Married,More than 20 years,Never,Retired,Female,> 60,Did not disclose,High school degree,East North Central,1,4,0,2
161,7/9/14 19:41,7/9/14 19:42,Married,More than 20 years,Never,Retired,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic,1,4,2,3
162,7/9/14 19:41,7/9/14 19:43,Married,More than 20 years,Never,retired,Male,> 60,"$100,000 - $149,999",Bachelor degree,East North Central,0,4,4,4
163,7/9/14 19:41,7/9/14 19:42,Married,1-5 years,Never,retired,Female,> 60,Did not disclose,High school degree,East North Central,1,4,0,2
164,7/9/14 19:41,7/9/14 19:42,"Single, but cohabiting with a significant other",6-10 years,Never,Food Preparation and Serving Related Occupations,Female,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,1,1,3,4
165,7/9/14 19:41,7/9/14 19:42,In a domestic partnership or civil union,1-5 years,Never,Business and Financial Operations Occupations,Male,30-44,"$100,000 - $149,999",Graduate degree,Mountain,0,2,4,5
166,7/9/14 19:40,7/9/14 19:42,Married,More than 20 years,Never,Office and Administrative Support Occupations,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,1,3,4,3
167,7/9/14 19:39,7/9/14 19:40,Married,More than 20 years,Never,Retired,Male,45-60,"$100,000 - $149,999",Graduate degree,East South Central,0,3,4,5
168,7/9/14 19:39,7/9/14 19:39,Married,More than 20 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
169,7/9/14 19:38,7/9/14 19:39,Married,More than 20 years,Never,Construction and Extraction Occupations,Male,45-60,"$150,000+",Bachelor degree,Middle Atlantic,0,3,5,4
170,7/9/14 19:38,7/9/14 19:40,Married,More than 20 years,Never,Laid off from Computer and Mathematical Occupations,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic,0,4,3,5
171,7/9/14 19:38,7/9/14 19:39,"Single, but cohabiting with a significant other",1-5 years,Never,Unemployed,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific,0,1,1,3
172,7/9/14 19:37,7/9/14 19:38,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Male,> 60,"$100,000 - $149,999",Graduate degree,West North Central,0,4,4,5
173,7/9/14 19:37,7/9/14 19:38,Married,More than 20 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,1,4,3,3
174,7/9/14 19:37,7/9/14 19:38,Married,6-10 years,Never,Production Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
175,7/9/14 19:37,7/9/14 19:37,Married,More than 20 years,Never,Personal Care and Service Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
176,7/9/14 19:36,7/9/14 19:37,Married,1-5 years,Never,Office and Administrative Support Occupations,Female,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic,1,1,3,4
177,7/9/14 19:36,7/9/14 19:37,Married,6-10 years,Never,"Education, Training, and Library Occupations",Female,18-29,"$50,000 - $99,999",Bachelor degree,East North Central,1,1,3,4
178,7/9/14 19:36,7/9/14 19:36,Married,More than 20 years,Never,Personal Care and Service Occupations,Female,45-60,"$0 - $24,999",Some college or Associate degree,New England,1,3,1,3
179,7/9/14 19:36,7/9/14 19:37,Married,More than 20 years,Never,"Pastor, ministry related occupation",Male,> 60,"$150,000+",Graduate degree,Pacific,0,4,5,5
180,7/9/14 19:36,7/9/14 19:37,Married,6-10 years,Never,Business and Financial Operations Occupations,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,New England,1,3,3,3
181,7/9/14 19:36,7/9/14 19:37,Married,16-20 years,Never,"Education, Training, and Library Occupations",Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central,1,2,3,5
182,7/9/14 19:35,7/9/14 19:37,Married,More than 20 years,Never,Management Occupations,Male,> 60,"$150,000+",Graduate degree,Pacific,0,4,5,5
183,7/9/14 19:35,7/9/14 19:36,Married,More than 20 years,Never,Healthcare Support Occupations,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,1,3,3,3
184,7/9/14 19:35,7/9/14 19:36,Married,More than 20 years,Never,Computer and Mathematical Occupations,Male,45-60,Did not disclose,Graduate degree,New England,0,3,0,5
185,7/9/14 19:35,7/9/14 19:44,Married,More than 20 years,Never,Student,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,West North Central,1,2,2,3
186,7/9/14 19:35,7/9/14 19:35,"Single, but cohabiting with a significant other",1-5 years,Never,Office and Administrative Support Occupations,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England,1,2,3,4
187,7/9/14 19:35,7/9/14 19:35,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,45-60,Did not disclose,Graduate degree,South Atlantic,1,3,0,5
188,7/9/14 19:34,7/9/14 19:35,Married,More than 20 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,> 60,Did not disclose,Graduate degree,New England,1,4,0,5
189,7/9/14 19:34,7/9/14 19:35,"Single, but cohabiting with a significant other",1-5 years,Never,Student,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,Pacific,1,1,4,3
190,7/9/14 19:34,7/9/14 19:35,Married,More than 20 years,Never,Sales and Related Occupations,Female,45-60,Did not disclose,Bachelor degree,New England,1,3,0,4
191,7/9/14 19:34,7/9/14 19:34,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,45-60,"$100,000 - $149,999",Bachelor degree,Pacific,1,3,4,4
192,7/9/14 19:34,7/9/14 19:35,Married,1-5 years,Never,Student,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain,1,1,2,3
193,7/9/14 19:33,7/9/14 19:34,In a domestic partnership or civil union,6-10 years,Never,retired,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific,1,3,3,3
194,7/9/14 19:33,7/9/14 19:34,Married,More than 20 years,Never,Management Occupations,Male,> 60,"$150,000+",Graduate degree,South Atlantic,0,4,5,5
195,7/9/14 19:33,7/9/14 19:33,Married,More than 20 years,Never,nonprofit,Male,45-60,"$50,000 - $99,999",Graduate degree,East South Central,0,3,3,5
196,7/9/14 19:33,7/9/14 19:33,Married,More than 20 years,Never,Retired,Male,45-60,"$150,000+",Graduate degree,West North Central,0,3,5,5
197,7/9/14 19:33,7/9/14 19:33,Married,6-10 years,Never,IT Consultant,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
198,7/9/14 19:32,7/9/14 19:33,Married,6-10 years,Never,Sales and Related Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
199,7/9/14 19:32,7/9/14 19:32,Married,6-10 years,Never,Sales and Related Occupations,Female,45-60,"$100,000 - $149,999",Bachelor degree,East North Central,1,3,4,4
200,7/9/14 19:32,7/9/14 19:32,Married,6-10 years,Never,Computer and Mathematical Occupations,Male,30-44,Did not disclose,Some college or Associate degree,New England,0,2,0,3
201,7/9/14 19:31,7/9/14 19:32,Married,1-5 years,Never,Healthcare Support Occupations,Female,18-29,"$50,000 - $99,999",Graduate degree,East North Central,1,1,3,5
202,7/9/14 19:31,7/9/14 19:32,In a domestic partnership or civil union,More than 20 years,Never,Retired,Male,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic,0,4,3,2
203,7/9/14 19:31,7/9/14 19:31,Married,More than 20 years,Never,Retired,Male,> 60,Did not disclose,Graduate degree,New England,0,4,0,5
204,7/9/14 19:30,7/9/14 19:31,Married,11-15 years,Never,Office and Administrative Support Occupations,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central,1,2,3,3
205,7/9/14 19:30,7/9/14 19:31,"Single, but cohabiting with a significant other",1-5 years,Never,Office and Administrative Support Occupations,Female,18-29,"$0 - $24,999",Some college or Associate degree,Mountain,1,1,1,3
206,7/9/14 19:29,7/9/14 19:31,Married,More than 20 years,Never,campground owner and small business owner,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific,1,4,3,5
207,7/9/14 19:29,7/9/14 19:31,Married,More than 20 years,Never,Compliance and Training Specialist,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,East North Central,0,4,4,3
208,7/9/14 19:29,7/9/14 19:30,Married,1-5 years,Never,"Education, Training, and Library Occupations",Male,30-44,"$100,000 - $149,999",Graduate degree,West North Central,0,2,4,5
209,7/9/14 19:28,7/9/14 19:31,Married,More than 20 years,Never,Office and Administrative Support Occupations,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West South Central,1,3,2,3
210,7/9/14 19:29,7/9/14 19:29,Married,1-5 years,Never,Healthcare Practitioners and Technical Occupations,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central,1,1,4,3
211,7/9/14 19:28,7/9/14 19:29,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,> 60,Did not disclose,Graduate degree,West North Central,1,4,0,5
212,7/9/14 19:28,7/9/14 19:28,Married,6-10 years,Never,Computer and Mathematical Occupations,Male,30-44,"$100,000 - $149,999",Bachelor degree,New England,0,2,4,4
213,7/9/14 19:27,7/9/14 19:28,"Single, but cohabiting with a significant other",1-5 years,Never,Legal Occupations,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic,1,2,3,5
214,7/9/14 19:27,7/9/14 19:27,Married,More than 20 years,Never,Management Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
215,7/9/14 19:27,7/9/14 19:28,Married,6-10 years,Never,Business and Financial Operations Occupations,Female,30-44,"$150,000+",Bachelor degree,West South Central,1,2,5,4
216,7/9/14 19:26,7/9/14 19:27,"Single, but cohabiting with a significant other",6-10 years,Never,Legal Occupations,Female,18-29,"$0 - $24,999",Bachelor degree,East North Central,1,1,1,4
217,7/9/14 19:26,7/9/14 19:27,Married,More than 20 years,Never,retired,Male,> 60,Did not disclose,High school degree,Middle Atlantic,0,4,0,2
218,7/9/14 19:26,7/9/14 19:27,Married,More than 20 years,Never,Management Occupations,Male,45-60,Did not disclose,High school degree,East North Central,0,3,0,2
219,7/9/14 19:25,7/9/14 19:27,Married,More than 20 years,Never,Computer and Mathematical Occupations,Male,> 60,"$150,000+",Bachelor degree,West South Central,0,4,5,4
220,7/9/14 19:26,7/9/14 19:26,Married,More than 20 years,Never,Business and Financial Operations Occupations,Male,45-60,"$100,000 - $149,999",Graduate degree,East North Central,0,3,4,5
221,7/9/14 19:25,7/9/14 19:26,Married,6-10 years,Never,Business and Financial Operations Occupations,Female,45-60,"$50,000 - $99,999",High school degree,East North Central,1,3,3,2
222,7/9/14 19:25,7/9/14 19:26,Married,More than 20 years,Never,MANUFACTURING,Male,45-60,"$100,000 - $149,999",Graduate degree,East North Central,0,3,4,5
223,7/9/14 19:25,7/9/14 19:26,Married,6-10 years,Never,Dietary,Female,> 60,Did not disclose,Some college or Associate degree,East North Central,1,4,0,3
224,7/9/14 19:24,7/9/14 19:25,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic,1,3,3,4
225,7/9/14 19:24,7/9/14 19:25,Married,More than 20 years,Never,Business and Financial Operations Occupations,Male,> 60,Did not disclose,Graduate degree,South Atlantic,0,4,0,5
226,7/9/14 19:24,7/9/14 19:24,Married,More than 20 years,Never,Management Occupations,Female,45-60,"$150,000+",Some college or Associate degree,West North Central,1,3,5,3
227,7/9/14 19:20,7/9/14 19:24,Married,6-10 years,Never,Unemployed/retired; Grassroots activist,Female,> 60,Did not disclose,Some college or Associate degree,New England,1,4,0,3
228,7/9/14 19:23,7/9/14 19:24,Married,More than 20 years,Never,Healthcare Practitioners and Technical Occupations,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central,1,4,3,3
229,7/9/14 19:23,7/9/14 19:24,Married,More than 20 years,Never,retired,Female,> 60,Did not disclose,Some college or Associate degree,East North Central,1,4,0,3
230,7/9/14 19:23,7/9/14 19:24,Married,1-5 years,Never,"Education, Training, and Library Occupations",Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific,1,1,3,4
231,7/9/14 19:23,7/9/14 19:24,Married,11-15 years,Never,Transcription,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,1,2,3,4
232,7/9/14 19:22,7/9/14 19:23,Married,More than 20 years,Never,Retired,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic,1,4,2,2
233,7/9/14 19:22,7/9/14 19:23,Married,11-15 years,Never,Food Preparation and Serving Related Occupations,Female,30-44,Did not disclose,Some college or Associate degree,Pacific,1,2,0,3
234,7/9/14 19:22,7/9/14 19:23,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,30-44,Did not disclose,Graduate degree,Pacific,1,2,0,5
235,7/9/14 19:22,7/9/14 19:23,In a domestic partnership or civil union,1-5 years,Never,Personal Care and Service Occupations,Female,18-29,Did not disclose,High school degree,Mountain,1,1,0,2
236,7/9/14 19:21,7/9/14 19:22,Married,More than 20 years,Never,retired,Male,> 60,Did not disclose,Graduate degree,Middle Atlantic,0,4,0,5
237,7/9/14 19:21,7/9/14 19:22,Married,16-20 years,Never,fire department,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic,0,2,4,4
238,7/9/14 19:21,7/9/14 19:21,"Single, but cohabiting with a significant other",1-5 years,Never,Personal Care and Service Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
239,7/9/14 19:20,7/9/14 19:20,Married,11-15 years,Never,"Education, Training, and Library Occupations",Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
240,7/9/14 19:20,7/9/14 19:20,"Single, but cohabiting with a significant other",1-5 years,Never,Office and Administrative Support Occupations,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,West South Central,1,1,2,3
241,7/9/14 19:20,7/9/14 19:21,"Single, but cohabiting with a significant other",6-10 years,Never,dog groomer,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,1,1,3,3
242,7/9/14 19:19,7/9/14 19:23,Married,More than 20 years,Never,"Installation, Maintenance, and Repair Occupations",Female,45-60,Did not disclose,High school degree,East South Central,1,3,0,2
243,7/9/14 19:19,7/9/14 19:19,Married,11-15 years,Never,"Education, Training, and Library Occupations",Female,45-60,Did not disclose,Bachelor degree,Pacific,1,3,0,4
244,7/9/14 19:18,7/9/14 19:19,Married,More than 20 years,Never,retired,Male,> 60,Did not disclose,Graduate degree,South Atlantic,0,4,0,5
245,7/9/14 19:18,7/9/14 19:19,Married,More than 20 years,Never,Office and Administrative Support Occupations,Female,45-60,Did not disclose,Some college or Associate degree,Pacific,1,3,0,3
246,7/9/14 19:18,7/9/14 19:19,Married,6-10 years,Never,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
247,7/9/14 19:18,7/9/14 19:18,Married,16-20 years,Never,Legal Occupations,Male,30-44,"$150,000+",Graduate degree,East North Central,0,2,5,5
248,7/9/14 19:18,7/9/14 19:19,Married,More than 20 years,Never,Retired from substance abuse counseling.,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central,1,4,3,5
249,7/9/14 19:18,7/9/14 19:18,Married,More than 20 years,Never,Business and Financial Operations Occupations,Male,45-60,"$50,000 - $99,999",Bachelor degree,West North Central,0,3,3,4
250,7/9/14 19:18,7/9/14 19:18,Married,1-5 years,Never,"Education, Training, and Library Occupations",Female,18-29,"$50,000 - $99,999",Graduate degree,East South Central,1,1,3,5
251,7/9/14 19:16,7/9/14 19:18,Married,More than 20 years,Never,Food Preparation and Serving Related Occupations,Female,45-60,"$25,000 - $49,999",Bachelor degree,East South Central,1,3,2,4
252,7/9/14 19:16,7/9/14 19:17,"Single, but cohabiting with a significant other",1-5 years,Never,Public safety,Female,18-29,"$50,000 - $99,999",Bachelor degree,New England,1,1,3,4
253,7/9/14 19:16,7/9/14 19:17,"Single, but cohabiting with a significant other",6-10 years,Never,Public Health,Female,18-29,"$0 - $24,999",Bachelor degree,West North Central,1,1,1,4
254,7/9/14 19:14,7/9/14 19:15,Married,1-5 years,Never,"Education, Training, and Library Occupations",Female,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,1,2,3,4
255,7/9/14 19:14,7/9/14 19:15,Married,More than 20 years,Never,Legal Occupations,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central,1,4,3,5
256,7/9/14 19:08,7/9/14 19:14,Married,16-20 years,Never,Sales and Related Occupations,Female,30-44,Did not disclose,Some college or Associate degree,Mountain,1,2,0,3
257,7/9/14 19:13,7/9/14 19:14,Married,16-20 years,Never,"Education, Training, and Library Occupations",Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,0,2,3,3
258,7/9/14 19:13,7/9/14 19:14,Married,1-5 years,Never,"Writing and editing, self-employed",Female,30-44,"$50,000 - $99,999",Bachelor degree,Pacific,1,2,3,4
259,7/9/14 19:12,7/9/14 19:13,Married,More than 20 years,Never,Retired,Female,> 60,Did not disclose,Graduate degree,Middle Atlantic,1,4,0,5
260,7/9/14 19:12,7/9/14 19:13,"Single, but cohabiting with a significant other",1-5 years,Never,Computer and Mathematical Occupations,Female,30-44,"$150,000+",Some college or Associate degree,East North Central,1,2,5,3
261,7/9/14 19:12,7/9/14 19:13,In a domestic partnership or civil union,1-5 years,Never,Computer and Mathematical Occupations,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain,1,3,4,3
262,7/9/14 19:12,7/9/14 19:13,Married,More than 20 years,Never,Retired,Female,> 60,"$150,000+",Graduate degree,West South Central,1,4,5,5
263,7/9/14 19:12,7/9/14 19:13,Married,More than 20 years,Never,retired,Male,> 60,"$50,000 - $99,999",High school degree,West North Central,0,4,3,2
264,7/9/14 19:12,7/9/14 19:13,Married,6-10 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,18-29,"$50,000 - $99,999",High school degree,East North Central,1,1,3,2
265,7/9/14 19:11,7/9/14 19:12,Married,More than 20 years,Never,Retired,Female,> 60,Did not disclose,Some college or Associate degree,New England,1,4,0,3
266,7/9/14 19:11,7/9/14 19:12,In a domestic partnership or civil union,11-15 years,Never,"Education, Training, and Library Occupations",Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic,1,3,3,5
267,7/9/14 19:11,7/9/14 19:12,Married,16-20 years,Never,Human Resources,Female,30-44,"$100,000 - $149,999",Graduate degree,East North Central,1,2,4,5
268,7/9/14 19:11,7/9/14 19:12,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,45-60,"$50,000 - $99,999",Bachelor degree,West North Central,1,3,3,4
269,7/9/14 19:11,7/9/14 19:11,Married,16-20 years,Never,"Education, Training, and Library Occupations",Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central,1,2,3,3
270,7/9/14 19:11,7/9/14 19:12,In a domestic partnership or civil union,1-5 years,Never,Sales and Related Occupations,Female,18-29,"$100,000 - $149,999",High school degree,Mountain,1,1,4,2
271,7/9/14 19:11,7/9/14 19:11,Married,More than 20 years,Never,retired,Male,> 60,"$100,000 - $149,999",Graduate degree,New England,0,4,4,5
272,7/9/14 19:10,7/9/14 19:10,Married,More than 20 years,Never,Healthcare Practitioners and Technical Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
273,7/9/14 19:10,7/9/14 19:11,Married,1-5 years,Never,Office and Administrative Support Occupations,Female,18-29,"$25,000 - $49,999",Bachelor degree,West South Central,1,1,2,4
274,7/9/14 19:10,7/9/14 19:11,Married,More than 20 years,Never,graduate student,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,1,3,3,4
275,7/9/14 19:09,7/9/14 19:11,Married,More than 20 years,Never,Semi-retired Job-Shop,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,West South Central,0,4,4,3
276,7/9/14 19:09,7/9/14 19:10,Married,More than 20 years,Never,Architecture and Engineering Occupations,Male,45-60,"$150,000+",Bachelor degree,Pacific,0,3,5,4
277,7/9/14 19:09,7/9/14 19:10,In a domestic partnership or civil union,1-5 years,Never,Customer Service,Male,18-29,Did not disclose,Some college or Associate degree,Did not disclose,0,1,0,3
278,7/9/14 19:09,7/9/14 19:10,Married,More than 20 years,Never,retired,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,1,4,3,3
279,7/9/14 19:09,7/9/14 19:10,Married,More than 20 years,Never,retired,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central,1,4,3,5
280,7/9/14 19:09,7/9/14 19:10,Married,More than 20 years,Never,Healthcare Practitioners and Technical Occupations,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic,1,2,3,5
281,7/9/14 19:09,7/9/14 19:09,Married,11-15 years,Never,Legal Occupations,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central,1,4,3,5
282,7/9/14 19:08,7/9/14 19:09,Married,More than 20 years,Never,Protective Service Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
283,7/9/14 19:08,7/9/14 19:09,Married,More than 20 years,Never,Retired,Female,> 60,"$50,000 - $99,999",Graduate degree,West North Central,1,4,3,5
284,7/9/14 19:08,7/9/14 19:09,Married,More than 20 years,Never,retired educator,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central,1,4,3,5
285,7/9/14 19:08,7/9/14 19:08,Married,11-15 years,Never,Sales and Related Occupations,Male,45-60,"$100,000 - $149,999",High school degree,Middle Atlantic,0,3,4,2
286,7/9/14 19:07,7/9/14 19:08,Married,6-10 years,Never,"Education, Training, and Library Occupations",Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic,1,2,3,5
287,7/9/14 19:07,7/9/14 19:08,Married,1-5 years,Never,Legal Occupations,Male,> 60,"$100,000 - $149,999",Graduate degree,West North Central,0,4,4,5
288,7/9/14 19:07,7/9/14 19:08,Married,11-15 years,Never,Community and Social Service Occupations,Female,18-29,"$50,000 - $99,999",Graduate degree,East North Central,1,1,3,5
289,7/9/14 19:07,7/9/14 19:08,Married,More than 20 years,Never,Pastoral Care and Relgiouls Studies,Female,45-60,"$0 - $24,999",Graduate degree,Middle Atlantic,1,3,1,5
290,7/9/14 19:07,7/9/14 19:08,Married,6-10 years,Never,Sales and Related Occupations,Female,45-60,"$100,000 - $149,999",Graduate degree,East South Central,1,3,4,5
291,7/9/14 19:06,7/9/14 19:08,Married,11-15 years,Never,Retired from medical device clinical trials but do consulting,Female,> 60,"$150,000+",Graduate degree,East North Central,1,4,5,5
292,7/9/14 19:05,7/9/14 19:06,Married,More than 20 years,Never,Management Occupations,Male,> 60,"$100,000 - $149,999",Bachelor degree,West North Central,0,4,4,4
293,7/9/14 19:05,7/9/14 19:06,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Male,> 60,Did not disclose,Graduate degree,Middle Atlantic,0,4,0,5
294,7/9/14 19:05,7/9/14 19:06,Married,More than 20 years,Never,Investment management,Male,> 60,"$150,000+",Bachelor degree,South Atlantic,0,4,5,4
295,7/9/14 19:05,7/9/14 19:06,Married,More than 20 years,Never,Healthcare Practitioners and Technical Occupations,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,1,3,4,3
296,7/9/14 19:05,7/9/14 19:06,Married,More than 20 years,Never,retired/volunteer,Female,> 60,Did not disclose,Graduate degree,New England,1,4,0,5
297,7/9/14 19:05,7/9/14 19:06,Married,11-15 years,Never,Safety and Occupational Health,Male,> 60,"$50,000 - $99,999",Graduate degree,West North Central,0,4,3,5
298,7/9/14 19:04,7/9/14 19:06,Married,More than 20 years,Never,Retired!,Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific,0,4,3,4
299,7/9/14 19:04,7/9/14 19:05,Married,11-15 years,Never,Production Occupations,Female,30-44,"$100,000 - $149,999",Bachelor degree,Pacific,1,2,4,4
300,7/9/14 19:03,7/9/14 19:05,Married,More than 20 years,Never,Commercial real estate,Male,> 60,"$150,000+",Graduate degree,Middle Atlantic,0,4,5,5
301,7/9/14 19:03,7/9/14 19:04,Married,More than 20 years,Never,Production Occupations,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,East South Central,0,3,4,3
302,7/9/14 19:03,7/9/14 19:04,Married,More than 20 years,Never,Business and Financial Operations Occupations,Female,> 60,Did not disclose,High school degree,Middle Atlantic,1,4,0,2
303,7/9/14 19:03,7/9/14 19:03,Married,More than 20 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
304,7/9/14 19:03,7/9/14 19:03,Married,16-20 years,Never,Architecture and Engineering Occupations,Male,30-44,"$150,000+",Bachelor degree,New England,0,2,5,4
305,7/9/14 19:03,7/9/14 19:03,Married,More than 20 years,Never,Healthcare Support Occupations,Female,30-44,Did not disclose,Some college or Associate degree,South Atlantic,1,2,0,3
306,7/9/14 19:02,7/9/14 19:04,Married,More than 20 years,Never,retired,Female,> 60,"$50,000 - $99,999",High school degree,West North Central,1,4,3,2
307,7/9/14 19:02,7/9/14 19:03,Married,More than 20 years,Never,Management Occupations,Male,> 60,"$50,000 - $99,999",Bachelor degree,New England,0,4,3,4
308,7/9/14 19:02,7/9/14 19:03,Married,1-5 years,Never,Computer and Mathematical Occupations,Male,18-29,"$50,000 - $99,999",Bachelor degree,West North Central,0,1,3,4
309,7/9/14 19:02,7/9/14 19:22,Married,More than 20 years,Never,Homemaker,Female,45-60,"$50,000 - $99,999",High school degree,South Atlantic,1,3,3,2
310,7/9/14 19:02,7/9/14 19:03,Married,More than 20 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,45-60,"$0 - $24,999",Bachelor degree,South Atlantic,1,3,1,4
311,7/9/14 19:01,7/9/14 19:03,Married,More than 20 years,Never,boatbuilder repair,Male,> 60,Did not disclose,Some college or Associate degree,New England,0,4,0,3
312,7/9/14 19:01,7/9/14 19:02,Divorced,Less than 1 year,Never,"Education, Training, and Library Occupations",Male,30-44,"$0 - $24,999",Bachelor degree,Pacific,0,2,1,4
313,7/9/14 19:00,7/9/14 19:00,Married,6-10 years,Never,Architecture and Engineering Occupations,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central,0,4,3,3
314,7/9/14 18:59,7/9/14 19:00,Married,More than 20 years,Never,"Life, Physical, and Social Science Occupations",Male,> 60,"$50,000 - $99,999",Graduate degree,New England,0,4,3,5
315,7/9/14 18:58,7/9/14 19:00,Married,More than 20 years,Never,Architecture and Engineering Occupations,Male,> 60,"$50,000 - $99,999",Graduate degree,Mountain,0,4,3,5
